Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
1,Houston Astros32.0,TEX8.7,WSN12.1,OAK2.0,HOU23.9,PHI1.9,OAK3.1,STL4.2,WSN5.2,OAK6.0,WSN3.2,LAA5.3,LAD4.8,NYY9.1,HOU2.9,LAD0.8
2,Los Angeles Dodgers19.1,HOU8.1,HOU9.0,SFG1.9,LAD15.2,SEA1.8,NYM3.1,ATL2.5,OAK5.0,HOU5.4,NYY2.7,ARI2.6,MIL4.8,HOU6.9,MIN2.9,MIN0.6
3,Oakland Athletics18.3,CIN7.5,CIN8.7,TEX1.0,NYY14.4,MIN1.8,LAD2.6,ARI2.2,COL4.9,CHC4.5,HOU2.5,HOU2.6,BOS4.3,LAD6.4,TBR1.1,NYY0.5
4,Washington Nationals16.5,OAK6.8,TEX7.9,TBR0.0,MIN11.6,CLE1.8,CHC2.5,HOU1.9,HOU4.4,COL4.4,TBR1.9,OAK2.6,NYY4.0,MIL5.4,LAA0.6,HOU0.4
5,New York Yankees14.8,WSN5.8,NYM7.5,NYY-0.1,OAK11.5,HOU1.5,ATL1.6,NYY1.8,BOS2.8,BOS3.7,CHC0.5,MIN2.5,PHI2.2,WSN5.0,BOS0.4,TBR0.1
6,Minnesota Twins14.2,TBR5.0,LAD6.9,CHW-0.1,WSN10.7,NYY1.0,CLE1.4,LAD1.7,CHW2.8,STL2.9,LAD0.5,NYY2.4,HOU1.8,BOS4.2,KCR0.3,WSN-0.2
7,Chicago Cubs11.2,CLE4.8,ATL6.4,CLE-0.3,CHC8.2,ARI0.7,HOU0.5,BAL1.6,ATL2.8,TOR2.7,TEX0.5,WSN1.8,NYM1.7,LAA3.4,TEX0.2,CLE-0.2
8,St. Louis Cardinals10.2,NYM4.4,CLE5.3,CHC-0.4,STL7.9,CHC0.7,TBR0.4,TOR1.6,NYY2.5,SDP2.7,NYM0.5,PIT1.2,MIN1.1,TBR3.3,MIL0.1,OAK-0.3
9,Tampa Bay Rays10.1,LAD3.9,TBR5.1,CIN-0.4,BOS6.5,CHW0.6,SEA0.4,TBR0.9,LAD2.3,ARI2.2,STL0.3,ATL1.2,TBR1.0,MIN3.3,CHC0.1,SEA-0.3
10,Boston Red Sox7.4,ATL3.3,OAK4.8,MIN-0.4,ARI5.5,MIL0.6,NYY0.3,MIL0.6,CHC2.1,MIN2.1,PHI0.2,LAD1.1,CHC0.9,OAK3.0,LAD0.1,STL-0.3
11,Atlanta Braves7.2,CHC3.0,MIL4.2,BOS-0.5,TBR5.1,LAD0.1,ARI0.3,WSN0.4,CIN1.2,CHW2.0,OAK0.0,STL0.9,OAK0.4,PHI2.2,WSN0.1,TEX-0.4
12,New York Mets7.1,MIN2.6,STL3.7,HOU-0.5,ATL3.9,STL-0.1,PIT0.3,LAA0.2,NYM1.0,TBR1.8,MIL0.0,TEX0.8,CLE0.4,NYM0.7,ATL0.1,CHC-0.5
13,Cleveland Indians6.6,STL2.3,CHC3.6,LAA-0.5,NYM2.7,CIN-0.3,STL0.2,PIT0.2,MIN1.0,CLE1.5,PIT0.0,MIL0.6,BAL0.3,TEX0.6,CIN0.0,ARI-0.5
14,Arizona Diamondbacks2.5,MIL1.2,MIN2.9,DET-1.2,CLE1.8,WSN-0.4,WSN0.2,MIN0.0,SEA0.9,LAD1.2,TOR-0.2,BOS0.6,COL0.2,ATL0.5,PIT0.0,TOR-0.6
15,Milwaukee Brewers1.7,BOS0.9,ARI1.9,TOR-1.2,PHI1.6,MIA-0.6,MIN-0.1,PHI-0.2,ARI0.9,PIT0.5,MIN-0.3,TBR0.4,WSN0.0,STL0.3,PHI0.0,NYM-0.7
16,Cincinnati Reds-1.4,NYY0.4,BOS1.6,STL-1.3,MIL0.5,TOR-0.7,PHI-0.3,NYM-0.4,STL0.8,WSN0.4,ARI-0.4,SDP-0.2,ATL-0.2,CHC0.1,NYM0.0,ATL-0.7
17,Texas Rangers-1.6,DET0.0,DET1.3,ATL-1.7,SEA-2.4,BOS-0.9,CIN-0.8,SEA-0.5,SFG0.6,NYM0.4,ATL-0.5,PHI-0.2,KCR-0.2,ARI-0.2,ARI-0.1,LAA-0.9
18,Philadelphia Phillies-3.4,SFG-1.0,NYY0.8,PHI-2.3,COL-2.7,BAL-0.9,BOS-1.1,CHW-0.6,CLE0.6,PHI0.0,BOS-0.7,CLE-0.8,LAA-0.3,CLE-1.2,MIA-0.1,MIL-0.9
19,Los Angeles Angels-8.7,ARI-3.0,MIA0.7,MIL-2.8,LAA-3.2,KCR-1.0,CHW-1.2,CLE-0.8,MIA-0.1,NYY-0.3,SFG-0.8,CHW-0.9,CIN-0.4,PIT-1.4,SFG-0.1,KCR-1.0
20,Toronto Blue Jays-10.0,CHW-3.8,SDP-0.2,SDP-3.4,TOR-3.6,SFG-1.0,MIL-1.2,COL-1.0,SDP-0.1,SEA-0.3,CLE-0.8,CHC-1.3,SEA-0.6,SDP-2.6,SDP-0.1,BOS-1.0
21,Seattle Mariners-10.6,SDP-4.1,KCR-1.4,PIT-3.5,CHW-7.0,COL-1.4,SFG-1.3,KCR-1.1,BAL-0.5,LAA-0.3,SEA-1.1,BAL-1.5,TEX-0.7,KCR-3.1,STL-0.1,PHI-1.1
22,Chicago White Sox-10.8,MIA-4.9,BAL-1.9,KCR-3.7,PIT-7.0,NYM-1.4,MIA-1.5,CHC-1.3,TOR-0.7,ATL-0.6,KCR-1.3,NYM-1.5,SDP-0.7,BAL-3.3,COL-0.2,SFG-1.1
23,Colorado Rockies-11.5,PHI-5.0,SFG-2.7,LAD-4.0,SDP-8.3,TBR-1.4,TEX-1.7,BOS-1.6,LAA-0.8,BAL-0.9,CHW-1.6,SFG-1.6,STL-0.9,SFG-3.6,SEA-0.2,CIN-1.2
24,San Francisco Giants-11.6,KCR-5.2,PHI-2.8,NYM-4.1,CIN-8.9,OAK-1.4,TOR-1.7,SDP-1.9,KCR-0.9,KCR-1.0,LAA-1.6,KCR-1.6,SFG-1.2,TOR-3.7,NYY-0.5,BAL-1.4
25,San Diego Padres-12.4,LAA-5.5,SEA-3.2,ARI-4.1,BAL-8.9,PIT-1.7,BAL-1.9,SFG-2.0,PHI-0.9,MIA-1.0,SDP-1.7,TOR-1.6,MIA-1.2,CIN-4.1,TOR-0.5,SDP-1.6
26,Pittsburgh Pirates-15.8,TOR-6.4,CHW-3.5,COL-4.2,TEX-10.3,ATL-2.3,COL-2.0,OAK-2.1,TBR-1.1,TEX-1.0,CIN-1.9,CIN-1.8,TOR-1.9,SEA-4.2,CLE-1.3,CHW-1.6
27,Kansas City Royals-17.2,SEA-8.2,COL-3.7,MIA-5.0,SFG-10.6,SDP-2.3,DET-2.2,TEX-2.1,MIL-1.3,CIN-1.2,BAL-2.1,DET-2.2,DET-2.3,COL-4.9,BAL-1.6,DET-1.9
28,Baltimore Orioles-18.6,PIT-8.8,LAA-4.8,SEA-5.3,KCR-12.0,LAA-2.9,SDP-2.4,MIA-2.3,TEX-2.2,SFG-2.1,DET-2.2,SEA-2.5,ARI-2.4,CHW-6.4,OAK-1.8,PIT-2.1
29,Miami Marlins-22.0,COL-8.8,TOR-5.2,WSN-5.5,MIA-17.1,TEX-3.7,LAA-2.5,CIN-2.5,PIT-2.8,DET-2.2,COL-2.4,COL-2.7,PIT-2.6,DET-6.7,CHW-2.6,COL-2.5
