Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
15,St. Louis Cardinals1.1,TEX0.0,CHC1.6,ATL-2.2,PIT0.1,SDP-0.5,PHI-0.4,CIN0.3,NYY0.0,STL1.0,STL0.6,MIN-0.1,NYM0.0,SDP0.3,ARI0.0,CLE-0.8
16,Arizona Diamondbacks0.9,SEA0.0,SFG1.3,MIL-2.2,WSN0.0,MIN-0.5,CLE-0.5,COL0.0,ATL0.0,ATL0.7,OAK0.5,ARI-0.1,TBR-0.2,WSN0.3,STL0.0,LAA-0.8
17,New York Mets0.3,ARI-0.2,DET1.2,TOR-2.4,NYM-2.0,TEX-0.7,TBR-0.7,MIL0.0,TEX-0.3,TBR0.5,SDP-0.1,DET-0.2,WSN-0.4,STL-0.5,WSN0.0,CHW-0.8
18,Pittsburgh Pirates-1.0,LAA-0.4,LAA1.0,PIT-2.6,MIN-2.7,CIN-0.7,NYY-0.9,CLE-0.2,PIT-0.4,MIA0.1,KCR-0.2,SEA-0.3,SFG-0.7,TOR-0.9,MIL-0.1,NYM-0.9
19,Philadelphia Phillies-3.8,SFG-0.4,MIN0.3,DET-2.6,COL-3.9,LAA-0.9,MIA-1.0,PHI-0.3,SFG-0.4,TEX-0.2,HOU-0.8,OAK-0.3,MIA-1.2,DET-1.6,MIA-0.1,ATL-0.9
20,Texas Rangers-7.4,PIT-1.1,OAK-0.2,ARI-3.0,CIN-4.1,MIL-1.0,TEX-1.0,MIA-0.5,MIN-0.5,CIN-0.2,SEA-1.0,SDP-0.5,TEX-1.3,CLE-1.6,PHI-0.1,BAL-1.0
21,Minnesota Twins-8.0,DET-1.6,KCR-0.8,CLE-3.1,SDP-4.5,KCR-1.2,PIT-1.0,CHW-0.8,BAL-0.6,DET-0.3,BAL-1.2,CHW-1.0,BAL-1.5,ARI-1.7,CLE-0.1,WSN-1.1
22,Cincinnati Reds-9.5,MIL-4.3,SEA-1.2,LAD-3.2,TOR-4.8,NYM-1.3,SDP-1.2,LAD-1.1,SEA-0.8,TOR-0.4,PHI-1.4,CLE-1.2,COL-1.5,KCR-3.2,SDP-0.1,SDP-1.1
23,San Francisco Giants-9.8,MIN-5.3,TEX-2.6,TBR-3.3,CHW-6.8,ARI-1.4,MIN-1.4,PIT-1.1,MIA-0.9,SDP-0.5,TOR-1.5,CIN-1.3,STL-1.6,CIN-4.5,SFG-0.1,TEX-1.2
24,Toronto Blue Jays-11.2,CIN-5.4,MIA-2.8,BAL-3.6,TEX-7.4,BAL-1.6,SEA-2.0,MIN-1.1,ARI-1.2,SFG-0.6,CIN-1.5,KCR-1.4,KCR-1.6,BAL-4.5,MIN-0.6,ARI-1.3
25,San Diego Padres-14.9,TOR-6.4,MIL-2.9,CHW-4.8,SFG-9.4,COL-2.0,NYM-2.0,TOR-1.3,DET-1.3,MIN-0.8,COL-1.6,PHI-1.4,CLE-1.6,TEX-4.6,KCR-0.7,CIN-1.3
26,Chicago White Sox-17.0,KCR-6.7,TOR-4.2,MIN-5.4,MIA-10.0,STL-2.2,DET-2.1,SDP-1.7,TOR-1.6,NYM-1.1,DET-1.6,COL-1.5,CIN-1.7,COL-4.6,HOU-0.8,DET-1.7
27,Detroit Tigers-17.6,BAL-9.7,CHW-5.2,STL-5.4,KCR-10.9,OAK-2.5,KCR-2.1,SFG-2.0,PHI-2.1,MIL-1.5,TEX-1.7,TEX-1.6,CHW-2.2,SFG-5.1,CHW-0.9,MIA-1.9
28,Kansas City Royals-17.6,CHW-10.2,CIN-5.4,KCR-5.9,BAL-12.0,WSN-2.6,COL-2.4,WSN-2.1,BOS-2.2,KCR-2.0,MIA-2.6,BAL-1.8,PHI-2.6,PHI-5.4,TOR-0.9,PHI-2.4
29,Baltimore Orioles-21.7,SDP-10.4,BAL-6.0,NYM-6.9,PHI-13.6,DET-2.9,LAA-2.6,BOS-2.3,KCR-2.4,PIT-2.4,SFG-2.6,SFG-1.8,ARI-2.7,CHW-5.8,BAL-1.8,SFG-2.4
30,Miami Marlins-23.8,MIA-13.8,SDP-9.3,MIA-11.0,DET-16.0,BOS-3.7,BAL-5.2,DET-2.5,LAA-2.8,PHI-2.8,CHW-2.6,MIA-3.6,LAA-2.7,MIA-7.4,DET-3.6,COL-2.5
