Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
20,Los Angeles Angels-1.8,LAA-0.9,ARI0.2,ARI-1.4,WSN-1.6,TOR-0.3,COL-0.6,KCR-0.5,HOU-0.1,CHC0.0,CHC-0.4,ATL0.0,STL-0.6,TEX-0.9,COL-0.5,CHC-0.4
21,Arizona Diamondbacks-2.7,ARI-1.2,BAL0.1,DET-1.5,SEA-1.7,SEA-0.4,TEX-0.6,PIT-0.5,NYM-0.2,NYM-0.1,SEA-0.4,NYY0.0,HOU-0.6,PHI-1.1,ARI-0.6,OAK-0.4
22,Cincinnati Reds-3.5,BOS-1.2,OAK-0.1,CHC-1.6,CLE-2.1,NYM-0.4,MIL-0.7,OAK-0.5,CIN-0.3,STL-0.2,PIT-0.5,TOR-0.1,CHW-0.7,COL-1.5,CHC-0.7,BAL-0.4
23,St. Louis Cardinals-3.5,CHW-1.3,KCR-0.3,SFG-1.8,MIA-2.3,STL-0.4,SEA-0.7,PHI-0.7,KCR-0.3,TEX-0.3,MIL-0.5,PHI-0.7,MIL-0.8,MIA-1.8,DET-0.8,HOU-0.5
24,Kansas City Royals-3.5,COL-2.8,ATL-0.6,STL-2.0,COL-2.5,SFG-0.5,MIN-0.7,CIN-0.7,CHC-0.4,MIL-0.4,KCR-0.7,MIL-0.8,CIN-0.9,DET-2.0,WSN-0.8,COL-0.5
25,Milwaukee Brewers-4.6,SFG-3.1,CHW-0.8,TEX-2.4,KCR-3.2,TBR-0.7,CIN-0.8,COL-0.7,WSN-0.4,DET-0.4,MIA-0.7,CLE-0.8,DET-1.0,KCR-2.1,PIT-0.8,DET-0.5
26,Colorado Rockies-5.3,TEX-3.9,SFG-1.3,BOS-2.8,DET-3.9,ARI-0.8,KCR-0.8,BOS-0.9,DET-0.5,NYY-0.6,PHI-1.0,WSN-0.9,WSN-1.0,MIL-2.1,LAA-0.8,MIL-0.6
27,Seattle Mariners-6.9,STL-4.5,TEX-1.5,PHI-3.8,TEX-4.2,CLE-0.9,HOU-1.0,MIA-1.0,MIL-0.8,OAK-0.7,CLE-1.0,KCR-1.0,MIA-1.2,LAA-2.2,CHW-0.9,CLE-0.6
28,Texas Rangers-8.1,SEA-5.2,PIT-2.3,PIT-4.4,CIN-5.4,SDP-1.0,WSN-1.0,MIL-1.1,TOR-0.9,CIN-0.8,DET-1.1,CIN-1.1,CLE-1.4,CIN-2.3,SEA-1.0,KCR-0.7
29,Detroit Tigers-9.1,DET-5.2,STL-2.6,COL-5.1,MIL-6.0,COL-1.1,PIT-1.1,HOU-1.1,ARI-1.1,MIN-0.8,LAA-1.3,COL-1.3,LAA-1.7,CLE-3.2,BOS-1.2,CIN-0.8
30,Pittsburgh Pirates-13.8,PIT-6.7,DET-3.8,SEA-5.6,PIT-7.1,DET-1.2,BAL-1.1,TEX-1.4,ATL-1.1,PIT-0.9,TEX-1.7,PIT-1.7,PIT-1.8,PIT-4.0,TEX-1.3,PIT-0.8
