Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
14,Texas Rangers2.8,OAK1.7,SEA1.3,MIL-0.5,SEA-0.1,KCR-0.4,COL0.8,STL0.1,BOS0.2,CHW0.2,STL-0.2,CHC0.3,LAA0.1,DET0.1,MIL0.0,ATL-0.7
15,Florida Marlins1.8,PHI-0.7,ARI1.1,TBR-0.7,ATL-0.3,CLE-0.5,HOU0.7,FLA0.0,MIN-0.1,HOU-0.4,KCR-0.4,MIN0.1,TOR0.0,MIN0.0,PHI0.0,SEA-0.7
16,Chicago White Sox-2.3,DET-1.4,DET0.5,HOU-1.1,FLA-1.3,TOR-0.5,TBR0.3,DET-0.1,PIT-0.1,PHI-0.5,BAL-0.4,BAL0.0,FLA-0.4,BAL0.0,LAA-0.1,DET-0.7
17,Seattle Mariners-2.9,CIN-2.2,MIN-0.7,COL-1.4,PIT-1.5,NYY-0.7,TOR0.2,COL-0.2,CHC-0.4,MIL-0.8,CLE-0.5,CLE-0.1,PIT-0.6,COL-0.3,COL-0.1,COL-0.8
18,Detroit Tigers-3.8,ARI-2.4,OAK-2.0,KCR-1.6,TEX-2.2,SDP-0.9,NYM0.0,KCR-0.3,CLE-0.7,BAL-0.8,SDP-0.6,STL-0.2,COL-0.6,CIN-0.7,FLA-0.1,ARI-0.9
19,Arizona Diamondbacks-4.6,SEA-2.8,TOR-2.4,DET-1.8,ARI-2.2,CHC-1.1,LAD-0.1,ATL-0.4,SDP-0.7,WSN-0.9,NYM-0.6,WSN-0.3,OAK-0.6,SDP-0.8,WSN-0.1,BOS-0.9
20,New York Mets-4.6,TBR-4.3,CIN-3.1,TOR-2.1,SDP-2.3,SEA-1.2,KCR-0.5,SEA-0.6,CHW-0.8,NYM-1.0,TEX-0.6,COL-0.3,SFG-0.7,TEX-1.2,SFG-0.1,BAL-0.9
21,Milwaukee Brewers-5.0,TOR-4.8,BAL-3.3,PHI-2.2,DET-2.4,CHW-1.2,PIT-0.6,NYM-0.8,MIL-0.9,DET-1.1,DET-0.8,SFG-0.4,ATL-0.8,SFG-1.2,SDP-0.1,NYM-1.0
22,Cincinnati Reds-5.7,NYM-5.8,NYM-3.4,SDP-2.2,CIN-3.5,NYM-1.3,CLE-0.7,PIT-0.8,PHI-1.0,CHC-1.3,WSN-0.9,FLA-0.6,MIL-0.8,STL-1.3,CHW-0.8,SDP-1.1
23,Oakland Athletics-7.0,BAL-5.8,LAA-3.6,NYM-2.3,HOU-4.0,DET-1.5,FLA-1.0,OAK-1.0,CIN-1.3,SDP-1.8,MIN-1.0,TEX-0.7,NYY-0.8,TOR-1.4,BAL-1.3,STL-1.1
24,Houston Astros-10.2,HOU-6.2,TBR-3.6,BAL-2.6,WSN-5.5,HOU-1.5,CHW-1.0,CHW-1.1,STL-1.6,CIN-2.3,FLA-1.0,CIN-0.7,STL-0.9,FLA-2.0,TEX-1.5,CHW-1.1
25,Cleveland Indians-10.9,LAA-8.5,WSN-3.7,ARI-3.4,CHC-7.9,CIN-1.6,WSN-1.1,WSN-1.5,KCR-2.0,SFG-2.4,HOU-1.0,KCR-0.7,DET-1.1,ARI-2.0,SEA-1.5,SFG-1.2
26,Pittsburgh Pirates-12.3,WSN-10.1,PIT-4.2,SEA-4.0,BAL-8.1,MIL-1.6,SFG-1.6,SDP-1.6,OAK-2.1,MIN-2.4,ARI-1.9,TBR-1.2,CHC-1.4,WSN-3.0,OAK-1.6,KCR-1.5
27,San Diego Padres-12.6,SDP-10.3,HOU-5.0,CLE-5.0,OAK-8.7,TEX-1.8,OAK-2.8,CHC-1.7,COL-2.1,SEA-2.8,SEA-2.2,TOR-1.5,WSN-1.8,CHC-4.7,BOS-1.6,WSN-1.5
28,Baltimore Orioles-13.9,PIT-10.8,CLE-7.3,LAA-5.0,SFG-9.0,TBR-2.3,BAL-2.9,HOU-1.8,FLA-2.2,BOS-2.9,CHW-2.2,ATL-1.5,CHW-2.1,ATL-5.1,DET-2.2,CHC-1.9
29,Washington Nationals-15.6,MIL-12.0,SDP-7.8,PIT-5.8,CHW-12.4,SFG-2.4,TEX-3.0,SFG-2.3,HOU-2.4,OAK-3.0,ATL-2.8,ARI-1.9,SDP-2.5,KCR-5.3,KCR-2.4,HOU-2.0
30,Kansas City Royals-16.0,CLE-12.6,MIL-11.5,WSN-6.8,KCR-17.9,WSN-2.5,ARI-3.3,MIN-2.8,BAL-2.5,KCR-5.5,CHC-3.6,CHW-2.3,KCR-4.2,CHW-6.6,TBR-2.4,PIT-2.0
