Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
15,Anaheim Angels1.2,BAL0.9,BAL0.2,TBD-0.3,CHC-0.1,MON-0.8,OAK-0.1,FLA0.3,CIN-0.1,SDP-0.1,PHI-0.8,NYM0.3,FLA0.2,SEA0.7,MON-0.1,TBD-0.7
16,Chicago Cubs1.0,TBD-0.7,STL-0.3,CIN-0.4,COL-0.3,SDP-0.9,TBD-0.1,BOS-0.1,FLA-0.3,TEX-0.8,ANA-0.8,BOS0.2,ATL0.0,FLA0.0,MIL-0.1,CHW-0.7
17,Los Angeles Dodgers-0.2,OAK-0.9,TBD-0.3,TOR-1.0,DET-2.4,COL-1.1,CIN-0.4,LAD-0.1,BAL-0.4,MON-1.3,BAL-0.9,COL0.1,OAK-0.1,ANA0.0,LAD-0.1,OAK-0.9
18,Cincinnati Reds-2.2,SFG-2.4,CIN-0.4,MIL-1.3,PHI-2.6,FLA-1.1,LAD-0.6,CIN-0.5,CHC-0.4,FLA-1.4,COL-1.0,FLA0.0,DET-0.1,LAD-0.3,HOU-0.1,DET-1.0
19,Pittsburgh Pirates-7.5,CIN-2.7,SEA-1.1,CHC-1.8,MIL-2.9,CHW-1.2,SDP-0.7,STL-0.6,MON-0.5,TOR-1.6,STL-1.0,LAD-0.1,CIN-0.5,BOS-0.6,PIT-0.1,CHC-1.1
20,Minnesota Twins-7.7,STL-4.0,ARI-2.5,OAK-1.9,MON-4.4,STL-1.2,KCR-0.8,MIN-0.7,STL-0.6,MIN-2.0,BOS-1.2,CIN-0.2,SDP-0.6,DET-0.7,PHI-0.1,ANA-1.3
21,Tampa Bay Devil Rays-7.8,TEX-5.2,PHI-3.0,MON-2.1,NYM-4.7,SEA-1.5,PIT-0.9,ATL-1.1,TEX-0.9,PHI-2.0,TBD-1.2,BAL-0.5,MIN-0.9,OAK-1.0,FLA-0.1,SDP-1.4
22,Chicago White Sox-8.0,SEA-5.8,COL-3.5,KCR-2.6,FLA-5.9,DET-1.6,SFG-0.9,OAK-1.4,TOR-1.0,KCR-2.1,SEA-1.5,DET-0.6,BAL-0.9,CIN-1.3,CHC-0.1,LAD-1.5
23,Oakland Athletics-9.7,KCR-6.7,KCR-3.9,CHW-2.9,TBD-7.1,KCR-1.6,ARI-1.1,ARI-1.5,DET-1.6,STL-2.3,MON-1.7,TBD-0.6,ANA-1.5,BAL-2.3,ARI-0.2,MIL-1.6
24,Philadelphia Phillies-9.9,PHI-7.3,DET-5.6,DET-3.0,ARI-7.4,CHC-1.7,MIL-1.1,PIT-1.8,KCR-1.7,CHC-2.4,KCR-2.2,OAK-0.6,SEA-1.6,MIL-2.8,BAL-0.2,FLA-1.7
25,Detroit Tigers-10.9,ARI-7.8,SFG-6.1,ATL-3.6,LAD-8.1,MIN-1.9,CHW-1.3,CLE-2.1,OAK-2.2,PIT-2.5,LAD-2.3,CHW-0.7,TBD-1.7,TBD-3.5,CLE-0.4,NYM-1.8
26,Milwaukee Brewers-12.1,DET-8.5,TEX-6.1,STL-3.8,OAK-8.8,ANA-2.5,FLA-1.6,NYM-2.2,SEA-2.4,LAD-2.8,MIL-2.7,CHC-0.8,CHW-1.9,PIT-4.6,TOR-0.6,KCR-1.8
27,Montreal Expos-13.0,MON-8.6,MON-6.3,PHI-3.9,ANA-9.8,PHI-2.6,ANA-1.7,ANA-2.2,LAD-2.5,OAK-2.9,PIT-2.8,KCR-0.8,PIT-2.2,NYM-5.6,TBD-1.4,MIN-1.8
28,Arizona Diamondbacks-15.2,MIL-9.2,MIL-7.2,SEA-4.7,KCR-12.6,CLE-2.6,MIN-2.3,MON-2.3,MIN-2.6,COL-3.3,ARI-3.6,MIL-1.2,NYM-2.3,KCR-5.8,KCR-1.7,ARI-2.0
29,Kansas City Royals-19.3,CHW-13.7,CHW-10.7,ARI-4.9,PIT-13.5,MIL-2.8,PHI-2.4,COL-2.5,ANA-3.2,NYM-3.6,NYM-3.6,MIN-1.9,KCR-2.8,ARI-6.0,DET-1.9,PIT-2.1
30,Florida Marlins-26.2,FLA-20.3,FLA-13.7,FLA-5.5,MIN-20.0,TBD-2.8,MON-2.9,PHI-3.1,PIT-4.6,HOU-3.7,MIN-3.6,SDP-2.1,ARI-3.8,MIN-6.4,MIN-2.3,MON-2.4
