Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
19,Washington Nationals-6.8,SEA-1.0,ARI-0.8,LAA-2.1,KCR-3.5,STL-0.6,TBR-0.6,SFG-0.4,TEX-0.5,MIN0.4,CHW-1.2,TEX-0.4,BAL-0.8,CHC-1.2,CHC0.0,STL-0.9
20,Miami Marlins-7.3,COL-4.1,SEA-1.0,DET-2.6,TEX-3.9,NYY-1.1,LAA-0.6,OAK-0.5,PIT-0.6,ATL0.0,PHI-1.3,TOR-0.4,CHC-0.8,LAD-1.2,MIL0.0,LAA-1.0
21,Seattle Mariners-7.5,SDP-4.2,SDP-2.3,PIT-2.7,PHI-4.6,SEA-1.3,BAL-1.2,SEA-0.5,MIL-0.7,CLE-0.1,ARI-1.3,NYY-0.4,COL-0.9,KCR-1.4,SEA-0.1,DET-1.1
22,Kansas City Royals-7.9,KCR-4.4,STL-2.3,COL-3.5,NYY-6.2,LAA-1.3,MIN-1.2,NYY-0.9,ARI-0.9,ARI-0.9,PIT-1.3,ARI-0.6,OAK-0.9,CLE-1.7,PIT-0.1,LAD-1.1
23,Detroit Tigers-9.1,STL-6.0,TBR-2.3,HOU-3.9,SEA-6.5,HOU-1.3,DET-1.3,CLE-1.0,NYY-1.1,BAL-1.1,ATL-1.5,PHI-0.6,DET-1.0,CIN-2.0,ATL-0.3,CHC-1.2
24,Minnesota Twins-10.4,PIT-9.4,KCR-3.9,STL-3.9,CIN-7.4,SDP-1.4,ARI-1.5,LAA-1.1,MIA-1.4,NYY-1.2,MIA-1.5,COL-0.9,CLE-1.1,COL-2.2,TBR-0.3,ATL-1.3
25,Los Angeles Angels-12.6,ARI-9.5,WSN-4.9,CHC-4.3,MIA-7.7,BAL-1.6,BOS-1.7,CHW-1.2,WSN-1.8,CIN-1.3,SEA-1.8,WSN-1.2,CHW-1.4,DET-2.2,CHW-0.3,NYM-1.4
26,Chicago Cubs-14.3,TEX-13.4,BAL-5.1,MIN-4.9,BAL-9.8,TEX-1.8,NYY-1.7,CHC-1.4,LAA-2.3,OAK-1.4,MIN-2.0,LAD-1.5,NYM-1.7,PIT-2.8,BAL-1.2,PHI-1.8
27,Texas Rangers-17.3,MIN-13.9,PIT-5.6,TEX-5.8,DET-10.1,NYM-1.9,CLE-1.9,MIA-1.5,BAL-2.8,PIT-1.8,NYM-2.1,DET-1.5,ARI-2.2,NYM-2.8,OAK-1.4,MIA-2.2
28,Arizona Diamondbacks-20.4,BAL-13.9,TEX-7.5,BAL-8.5,ARI-10.9,CLE-2.1,MIL-2.6,ARI-1.6,KCR-2.9,DET-2.7,NYY-2.3,ATL-1.7,LAA-2.3,ARI-4.1,KCR-1.5,CIN-2.3
29,Pittsburgh Pirates-20.4,CHC-14.0,MIN-8.8,ARI-9.3,PIT-11.0,ATL-3.2,KCR-2.9,DET-2.2,PHI-2.9,PHI-2.7,TEX-2.6,CIN-2.4,KCR-3.1,SEA-4.7,TEX-1.7,ARI-2.4
30,Baltimore Orioles-23.7,WSN-15.0,CHC-9.0,WSN-9.9,LAA-13.2,MIA-3.4,PIT-3.2,BAL-3.6,CIN-3.5,LAA-3.4,LAA-3.3,SEA-2.9,PIT-3.9,LAA-5.7,DET-2.1,PIT-2.7
