Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
1,San Francisco Giants20.0,ARI16.0,ARI16.2,ATL5.1,SFG16.0,PHI1.9,COL4.0,SFG4.9,PHI3.8,TEX6.2,SFG8.8,STL4.8,MON4.8,SFG11.6,CLE2.1,LAD0.4
2,New York Yankees19.3,NYY13.4,OAK12.3,HOU3.9,ANA14.7,NYM1.7,CLE4.0,MON3.2,NYM3.1,BOS4.4,ATL3.6,ATL4.5,LAD4.8,ATL10.8,BOS1.5,STL0.1
3,Anaheim Angels17.7,OAK11.8,NYY9.8,MIN3.6,BOS11.5,SFG1.7,SEA2.7,NYY2.4,STL2.8,OAK3.2,PIT3.0,ANA3.9,COL4.1,LAD8.0,ANA1.4,ANA0.1
4,Boston Red Sox16.2,ATL10.4,BOS7.3,NYY3.5,PHI10.5,NYY1.2,TOR2.3,ANA2.2,ANA1.9,ANA2.9,MIN3.0,BOS2.5,CHC3.5,STL7.8,NYY1.3,PHI0.1
5,Arizona Diamondbacks15.8,HOU9.7,HOU7.1,ANA3.0,STL10.4,LAD1.0,NYY2.1,CHW2.0,BOS1.8,STL2.2,PHI2.6,TBD2.1,PHI3.5,ANA7.5,OAK0.6,CHW0.0
6,Atlanta Braves15.4,SEA5.1,CHC5.9,NYM2.9,LAD7.1,MIN0.8,KCR1.6,SEA1.9,OAK1.8,MIL2.2,BOS2.5,ARI2.0,ATL2.7,BOS6.0,SEA0.4,SEA0.0
7,Oakland Athletics15.4,BOS4.7,ATL5.6,SFG2.2,SEA6.8,TEX0.6,SDP1.3,ARI1.8,CHW1.4,BAL1.2,ANA2.2,NYY1.8,CHW2.7,MIN5.7,TOR0.4,MIN0.0
8,Seattle Mariners11.9,SFG4.0,MON3.2,SEA2.0,NYY5.9,SEA0.5,TEX1.2,BAL0.7,MIN1.4,NYY1.0,STL2.0,HOU1.7,ANA1.4,PHI5.5,SFG0.3,BOS-0.3
9,St. Louis Cardinals10.2,MIN3.2,SEA2.9,BAL0.8,CHW5.8,OAK0.3,HOU1.2,BOS0.2,TOR1.4,ATL0.8,LAD1.8,SFG1.6,CIN1.3,CHW3.8,COL0.2,ATL-0.3
10,Los Angeles Dodgers8.9,ANA3.0,CLE2.0,STL0.5,ATL5.0,MON0.2,OAK1.1,CHC0.1,CIN1.0,CHW0.8,FLA1.0,MIN1.6,FLA1.3,COL2.9,NYM0.1,OAK-0.4
11,Minnesota Twins6.2,LAD1.8,LAD1.2,ARI0.4,OAK3.6,BOS0.2,MIL1.1,CIN0.0,FLA0.8,CLE0.6,TOR0.9,KCR1.5,SFG1.2,MON2.8,PHI0.1,SFG-0.5
12,Houston Astros4.4,MON1.8,SFG0.7,CHW0.3,MIN3.0,PIT-0.1,FLA0.9,LAD-0.2,NYY0.6,DET0.5,ARI0.8,SEA1.4,MIN1.1,FLA1.7,ATL0.1,NYM-0.6
13,Philadelphia Phillies1.8,NYM1.4,KCR0.7,PIT0.3,FLA0.7,FLA-0.2,ANA0.7,TEX-0.3,BAL0.5,SEA0.3,CHW0.6,LAD1.4,SEA1.0,SEA1.6,ARI0.0,TBD-0.6
14,Montreal Expos1.1,STL-0.2,ANA0.2,LAD0.0,TEX0.4,CIN-0.3,ARI0.4,OAK-0.3,SFG0.4,PHI0.2,BAL0.2,NYM1.2,BOS1.0,ARI1.1,HOU0.0,DET-0.7
15,Chicago White Sox-0.3,CHC-0.2,MIN-0.5,OAK-0.3,ARI-0.2,ARI-0.6,STL0.0,PIT-0.6,CHC0.3,PIT-0.1,CIN-0.2,SDP0.9,STL1.0,BAL0.9,SDP0.0,TOR-0.7
16,New York Mets-2.3,KCR-1.4,TEX-0.5,MIL-0.8,MON-0.7,STL-0.9,CHC0.0,FLA-0.6,HOU0.2,TOR-0.2,OAK-0.2,CHW0.5,BAL0.2,CIN-0.1,FLA0.0,TEX-0.7
17,Texas Rangers-3.8,TOR-2.3,TOR-0.8,MON-1.0,TOR-2.3,TBD-1.2,ATL-0.3,PHI-0.7,LAD0.0,MON-0.2,COL-0.5,BAL0.5,OAK-0.5,TOR-0.3,STL0.0,BAL-0.8
18,Toronto Blue Jays-4.6,PIT-2.7,STL-1.4,CIN-1.0,BAL-2.8,CHW-1.4,PHI-0.4,ATL-0.7,ARI-0.3,SFG-0.7,SEA-0.8,MON-0.1,TOR-0.6,TBD-0.4,LAD0.0,FLA-0.8
19,Chicago Cubs-5.4,CLE-2.8,NYM-1.5,TOR-1.3,NYM-3.7,KCR-1.6,CHW-0.5,DET-1.0,SEA-0.6,TBD-1.1,MIL-0.9,TOR-0.6,TBD-0.7,PIT-0.7,CIN0.0,NYY-1.0
