Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
18,Chicago White Sox-3.9,CLE-2.7,CHW-0.9,MIL-1.5,MIL-1.8,MIL-0.7,ANA-0.3,CHW-0.4,SDP-0.5,ARI-1.0,NYM-0.2,BOS-0.4,ANA-0.1,ANA0.1,CHW-0.1,MIL-1.1
19,Colorado Rockies-7.0,TOR-2.9,SDP-1.3,DET-1.9,PIT-2.6,SEA-0.9,CHW-0.5,DET-0.5,NYY-0.7,CHC-1.1,TOR-0.3,MIN-0.4,LAD-0.1,TEX0.0,MON-0.1,FLA-1.1
20,San Diego Padres-7.0,MON-3.6,OAK-1.4,TOR-1.9,STL-3.1,MON-1.0,SFG-0.5,TEX-0.6,SFG-0.7,MON-1.1,ATL-0.3,SFG-0.4,OAK-0.6,LAD-0.3,PIT-0.1,TBD-1.1
21,Kansas City Royals-7.7,PHI-3.8,TBD-1.6,LAD-2.0,DET-3.4,CHC-1.1,ATL-0.6,LAD-0.7,DET-0.7,STL-1.2,DET-0.3,MON-0.6,DET-0.9,STL-0.4,NYM-0.1,TOR-1.2
22,Milwaukee Brewers-7.9,ANA-4.4,KCR-1.9,CLE-2.1,SEA-4.9,CLE-1.3,ARI-0.8,KCR-0.7,COL-1.2,SDP-1.3,PIT-0.6,CHC-1.0,ARI-0.9,DET-0.6,COL-0.1,ANA-1.2
23,St. Louis Cardinals-8.9,BAL-4.9,MON-2.1,PHI-2.5,CHW-5.3,HOU-1.3,SDP-1.1,SEA-1.0,BOS-1.5,MIL-1.7,NYY-0.8,LAD-1.1,SEA-1.1,PIT-0.9,CLE-0.1,MON-1.2
24,Detroit Tigers-9.3,SDP-5.5,TEX-2.1,SEA-3.4,CHC-6.7,KCR-1.4,KCR-1.2,COL-1.4,PIT-2.2,HOU-1.8,HOU-0.9,OAK-1.4,MIN-1.1,SEA-2.1,NYY-0.6,NYM-1.3
25,Montreal Expos-11.2,STL-5.8,SFG-3.0,SDP-3.6,ANA-6.9,STL-1.5,PHI-2.0,TBD-1.4,CLE-2.3,ATL-2.1,OAK-1.0,MIL-1.7,FLA-1.2,OAK-3.0,KCR-0.7,KCR-1.4
26,Anaheim Angels-11.3,DET-5.9,FLA-3.9,STL-4.7,MON-7.6,NYY-1.7,SEA-2.0,STL-1.9,CHW-2.4,PHI-2.3,CHW-1.8,TEX-2.0,NYM-1.2,FLA-3.5,BOS-0.9,MIN-1.5
27,Minnesota Twins-11.6,MIL-6.1,DET-4.1,BAL-4.7,FLA-7.9,OAK-1.7,FLA-2.5,ATL-1.9,CHC-2.6,ANA-2.9,TBD-2.9,TBD-2.0,STL-2.0,NYM-3.8,MIN-1.3,STL-1.7
28,Tampa Bay Devil Rays-13.6,FLA-9.0,ANA-4.4,CHC-5.7,TBD-12.4,LAD-1.8,MON-3.1,MIN-2.0,SEA-2.8,COL-3.0,SEA-3.0,FLA-2.4,HOU-2.5,MIN-4.6,ANA-1.4,CHC-2.0
29,Florida Marlins-16.9,KCR-11.0,MIL-4.8,FLA-5.9,COL-16.3,COL-2.3,MIN-3.2,PHI-2.6,MON-3.0,MIN-4.7,MIN-3.1,NYM-2.4,PIT-2.7,COL-6.7,DET-1.8,COL-2.1
30,Chicago Cubs-19.5,CHC-12.8,CHC-6.3,KCR-9.1,MIN-17.1,ANA-3.2,MIL-4.0,CHC-3.4,TBD-3.5,CHW-5.0,COL-5.0,COL-3.5,TBD-2.8,TBD-7.7,TOR-2.8,PIT-2.1
