Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
1,Cleveland Indians23.4,CLE17.1,WSN13.0,CLE5.3,HOU18.4,MIA2.4,CIN5.6,HOU6.0,COL4.4,HOU6.0,MIA3.2,LAA5.0,MIA5.4,MIA10.1,SEA1.6,HOU0.2
2,Houston Astros17.6,ARI14.1,ARI11.9,NYY4.3,MIA13.5,ATL2.2,ARI3.5,BAL3.2,WSN4.1,LAA5.7,DET2.7,TBR3.4,NYY5.1,NYY8.7,CLE0.3,MIN0.0
3,Los Angeles Dodgers16.7,WSN12.8,CLE11.9,BOS3.5,LAD10.0,CHC2.1,CHC2.4,MIN2.4,LAD3.8,LAD3.3,STL2.6,COL3.0,BOS4.1,HOU6.2,LAD0.2,CHC0.0
4,New York Yankees16.5,COL9.8,COL8.2,COL2.5,CHC8.4,BAL1.9,ATL1.9,MIA1.2,CHC3.3,CLE3.2,NYM2.0,MIN3.0,HOU3.0,TBR5.9,MIA0.2,LAD-0.1
5,Washington Nationals16.2,NYY8.8,LAD5.7,MIL1.8,NYY7.7,LAD1.5,CHW1.8,PHI1.2,HOU2.0,TEX3.1,NYY1.9,KCR2.5,WSN2.1,BOS5.5,ARI0.1,NYY-0.2
6,Arizona Diamondbacks15.4,LAD6.7,NYY4.5,KCR1.8,MIN7.5,SEA1.3,MIN1.8,WSN1.2,MIL1.7,CIN2.2,HOU0.9,HOU2.3,CHW1.9,NYM4.7,NYM0.1,TBR-0.3
7,Chicago Cubs10.1,BOS5.7,TEX4.1,ARI1.5,CIN6.3,SFG1.1,KCR1.6,CLE1.1,TOR1.6,WSN1.7,PHI0.8,NYM2.2,TBR1.8,LAA4.0,PIT0.0,NYM-0.3
8,Colorado Rockies7.6,MIL5.0,MIL3.4,LAD1.1,CLE6.3,MIN0.9,OAK1.5,CHW1.0,BAL1.6,NYY1.7,TBR0.7,NYY1.7,ARI1.7,STL3.0,MIN0.0,CLE-0.4
9,Boston Red Sox4.8,KCR4.3,KCR2.6,PHI0.9,SEA4.0,CIN0.6,HOU1.0,LAD0.8,TEX1.6,SEA1.1,CLE0.6,MIA1.5,LAD1.2,MIN2.4,SDP0.0,BAL-0.5
10,Milwaukee Brewers4.2,TEX2.5,DET2.4,BAL0.6,WSN3.4,NYY0.3,CLE0.9,OAK0.8,CIN1.4,CHC1.1,LAD0.3,BOS1.5,SEA1.0,SEA1.0,SFG0.0,OAK-0.6
11,St. Louis Cardinals3.5,CHC1.7,HOU2.3,PIT0.6,STL3.0,DET0.2,STL0.8,BOS0.5,CLE1.3,MIL0.6,CIN-0.1,STL1.3,MIL0.7,LAD0.8,MIL0.0,MIA-0.6
12,Minnesota Twins2.5,SFG1.1,BOS2.3,CHC0.4,ARI1.3,PHI0.1,WSN0.8,COL0.4,OAK1.3,COL0.5,BOS-0.1,PIT0.9,CHC0.6,ARI0.7,CIN0.0,STL-0.6
13,Seattle Mariners-0.8,STL0.5,CHC1.5,WSN0.1,TBR0.5,NYM-0.2,MIA0.6,STL0.4,PIT1.1,MIA0.5,OAK-0.2,PHI0.9,NYM0.5,WSN0.4,STL0.0,MIL-0.8
14,Tampa Bay Rays-2.5,PHI-0.1,SFG1.1,CHW0.0,LAA-0.5,CLE-0.2,TOR0.5,PIT0.3,SEA1.0,PHI0.1,CHW-0.4,WSN0.9,OAK-0.1,DET0.2,PHI-0.1,CHW-0.8
15,Texas Rangers-3.4,TOR-0.5,STL0.9,SFG-0.2,BAL-0.7,MIL-0.2,TBR0.1,SEA0.3,MIN0.6,BOS0.0,MIN-0.4,ARI0.8,MIN-0.2,CLE0.1,ATL-0.1,SEA-0.8
16,Miami Marlins-3.7,PIT-0.5,TOR-0.2,TOR-0.3,MIL-0.8,TEX-0.3,SDP0.0,CHC0.0,STL0.4,STL0.0,BAL-0.5,ATL0.7,DET-0.4,CHC-0.4,WSN-0.1,CIN-0.8
17,Los Angeles Angels-3.9,HOU-0.8,PHI-0.7,STL-0.7,BOS-0.9,KCR-0.4,SFG0.0,KCR-0.1,NYY0.4,ARI-0.1,LAA-0.6,SEA0.7,LAA-0.4,PHI-0.5,COL-0.1,LAA-0.8
18,Philadelphia Phillies-4.6,DET-1.3,PIT-0.7,LAA-0.9,NYM-0.9,LAA-0.5,LAD-0.3,ATL-0.1,TBR0.3,OAK-0.3,SDP-0.7,TOR0.6,CIN-0.7,CHW-1.1,CHC-0.1,BOS-0.9
19,Kansas City Royals-6.0,TBR-3.0,TBR-1.7,TBR-1.3,OAK-1.9,BOS-0.9,MIL-0.4,NYY-0.2,CHW-0.1,SFG-0.3,SEA-0.7,CHC0.4,CLE-0.8,MIL-1.1,TBR-0.3,TEX-0.9
20,Pittsburgh Pirates-7.8,LAA-3.4,MIN-1.9,SDP-1.5,COL-2.2,STL-1.0,BOS-1.0,ARI-0.5,ARI-0.3,MIN-0.6,PIT-0.8,SDP0.4,STL-0.9,CIN-1.6,NYY-0.7,ARI-0.9
21,Oakland Athletics-8.1,SEA-4.8,SEA-2.1,TEX-1.6,CHW-4.3,CHW-1.0,NYM-1.0,MIL-0.6,MIA-0.9,BAL-0.7,MIL-1.0,CLE0.3,SDP-1.3,SDP-1.6,TEX-0.7,DET-0.9
22,Baltimore Orioles-8.4,MIN-5.0,LAA-2.5,ATL-2.3,PHI-4.5,HOU-1.1,TEX-1.3,SFG-0.8,SDP-0.9,TOR-0.9,TEX-1.3,BAL0.0,ATL-1.4,OAK-1.8,OAK-0.7,WSN-1.0
23,Toronto Blue Jays-9.1,CHW-5.5,ATL-2.5,OAK-2.7,ATL-5.0,ARI-1.2,LAA-1.4,NYM-1.0,NYM-1.2,PIT-1.6,TOR-1.3,TEX-0.6,BAL-1.8,PIT-1.9,CHW-1.6,KCR-1.1
24,Cincinnati Reds-9.2,ATL-5.7,OAK-3.7,SEA-2.8,TEX-5.9,TOR-1.3,SEA-1.5,SDP-1.0,ATL-1.3,TBR-1.7,CHC-1.4,LAD-0.7,PIT-2.0,COL-2.0,BAL-1.9,TOR-1.2
25,Chicago White Sox-9.8,OAK-6.2,CHW-5.7,HOU-3.1,PIT-7.3,TBR-1.6,PIT-1.7,CIN-1.1,KCR-1.6,ATL-1.8,ARI-1.8,CIN-0.8,PHI-2.2,BAL-2.3,HOU-1.9,ATL-1.4
26,New York Mets-10.0,SDP-6.7,NYM-6.2,NYM-3.2,TOR-8.6,PIT-1.7,COL-1.8,DET-1.1,BOS-1.7,SDP-1.8,SFG-2.2,MIL-0.8,TEX-2.4,KCR-3.2,TOR-2.3,PHI-1.4
27,Atlanta Braves-10.7,BAL-7.7,SDP-6.2,MIN-3.3,SDP-9.5,COL-1.7,BAL-2.0,TOR-1.3,LAA-1.7,NYM-2.0,COL-2.5,OAK-1.5,COL-2.5,TOR-3.7,KCR-2.4,SDP-1.6
28,Detroit Tigers-12.5,NYM-9.1,BAL-8.1,DET-3.6,KCR-10.3,OAK-2.1,PHI-2.1,TBR-1.9,PHI-1.8,DET-2.0,WSN-2.6,DET-2.1,SFG-2.7,TEX-4.3,BOS-2.4,PIT-1.8
29,San Francisco Giants-14.4,CIN-15.5,MIA-8.6,CIN-4.8,DET-11.2,SDP-2.6,NYY-2.3,LAA-2.0,DET-2.3,CHW-2.5,KCR-2.6,CHW-2.6,TOR-3.0,ATL-4.4,DET-2.6,COL-1.9
