Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Toronto Blue Jays4.0,HOU1.5,CIN2.8,TOR1.6,SDP0.9,ATL-0.6,TEX0.3,KCR1.4,OAK1.0,DET1.2,MIL0.1,FLA0.9,MIN0.6,TOR0.7,ARI0.0,SEA-0.6
12,Detroit Tigers2.8,NYY0.9,NYY2.3,SFG1.2,CLE0.8,TOR-0.8,MIN0.2,TEX1.4,MIL0.6,NYY0.9,STL0.0,CIN0.6,SFG0.3,CLE0.4,PHI0.0,STL-0.6
13,Milwaukee Brewers2.4,TOR0.4,LAD2.2,KCR1.0,CHC0.7,SFG-0.9,HOU0.2,COL1.4,STL0.5,TOR0.6,HOU0.0,HOU0.6,WSN0.3,MIN0.3,FLA0.0,CLE-0.7
14,Los Angeles Dodgers1.5,MIN0.4,BAL1.4,MIN0.7,FLA0.3,TEX-0.9,PIT0.1,LAA0.8,SFG0.1,TEX0.4,FLA-0.3,TBD0.2,LAD0.2,HOU0.2,SDP0.0,TEX-0.7
15,Arizona Diamondbacks0.2,SEA-0.4,MIL0.5,WSN0.6,LAA0.0,COL-1.0,CLE-0.1,MIL0.8,DET0.0,CLE0.3,CIN-0.4,KCR0.2,SDP-0.1,OAK0.2,WSN0.0,FLA-0.7
16,Minnesota Twins-1.5,MIL-0.6,OAK0.1,LAA0.3,STL-0.1,DET-1.2,NYY-0.2,NYM0.6,SDP-0.1,BAL0.3,OAK-0.6,BAL-0.1,NYY-0.1,CHC-0.1,COL0.0,KCR-0.8
17,Oakland Athletics-2.1,NYM-0.9,MIN-0.2,ATL-0.7,MIN-1.9,SDP-1.2,TOR-0.5,TBD0.3,KCR-0.2,CIN0.2,SEA-0.6,PIT-0.2,KCR-0.2,TBD-0.3,CIN-0.1,LAA-0.8
18,Seattle Mariners-2.5,CIN-1.5,TBD-0.2,HOU-0.8,SEA-2.1,NYM-1.2,ATL-0.6,PIT0.0,BAL-0.2,LAD0.1,LAA-0.7,NYY-0.3,HOU-0.4,SFG-0.4,STL-0.1,PIT-0.9
19,San Francisco Giants-4.4,ATL-2.1,NYM-0.3,STL-1.1,TEX-2.6,WSN-1.3,CHW-0.6,LAD0.0,TBD-0.3,SEA-0.2,TEX-0.8,WSN-0.3,COL-0.5,WSN-0.8,NYM-0.1,ATL-0.9
20,Cincinnati Reds-6.2,KCR-2.4,ATL-1.0,MIL-1.2,TBD-3.0,STL-1.3,DET-1.1,CHC-0.1,CLE-0.4,HOU-0.3,WSN-0.8,MIL-0.4,STL-0.6,CIN-0.8,HOU-0.1,CHC-1.0
21,Florida Marlins-6.9,WSN-3.2,TOR-1.1,NYM-1.3,LAD-4.2,BAL-1.3,CIN-1.1,FLA-0.2,CIN-0.8,KCR-0.4,CLE-1.1,TOR-0.4,BOS-0.6,LAA-0.8,LAD-0.2,LAD-1.1
22,Houston Astros-7.4,OAK-4.9,SEA-2.7,NYY-1.5,BAL-4.5,FLA-1.5,ARI-1.1,WSN-0.5,TEX-0.9,CHC-0.6,KCR-1.4,OAK-0.8,PIT-0.6,TEX-1.0,OAK-0.3,TBD-1.1
23,Kansas City Royals-8.4,BAL-5.8,DET-2.7,CIN-3.2,CIN-4.7,LAA-1.6,LAD-1.3,CLE-1.2,ARI-0.9,STL-0.6,LAD-1.5,ARI-0.9,NYM-0.9,BOS-1.1,TOR-0.3,MIN-1.2
24,St. Louis Cardinals-8.6,DET-6.8,PHI-2.9,CHW-3.2,PIT-5.7,KCR-1.6,KCR-1.3,SDP-1.6,HOU-1.0,OAK-1.4,BOS-1.5,LAD-1.1,CIN-1.0,BAL-1.4,SEA-0.6,ARI-1.3
25,Washington Nationals-9.4,PIT-6.9,PIT-3.0,PIT-3.5,KCR-6.0,TBD-1.7,BAL-1.3,SEA-1.8,MIN-1.5,SFG-1.5,TOR-1.6,STL-1.1,CHC-1.1,KCR-1.4,MIN-0.9,CIN-1.4
26,Texas Rangers-9.6,TEX-7.0,WSN-3.2,DET-4.0,WSN-6.2,HOU-1.9,SFG-1.4,MIN-1.8,COL-1.9,BOS-1.6,MIN-1.7,CHC-1.1,TEX-1.2,STL-1.7,LAA-1.0,CHW-1.5
27,Baltimore Orioles-10.3,FLA-7.2,KCR-3.5,PHI-4.8,ARI-6.2,CHW-2.3,NYM-2.2,STL-2.7,LAD-2.3,WSN-1.6,CHW-2.2,COL-1.3,CLE-1.5,ARI-2.4,TEX-1.2,SFG-1.6
28,Tampa Bay Devil Rays-11.3,PHI-7.4,STL-8.4,OAK-5.0,HOU-8.9,CIN-2.3,FLA-2.3,CHW-2.7,PHI-2.6,ARI-2.1,PIT-2.2,LAA-1.3,TBD-1.7,LAD-2.4,KCR-1.7,COL-1.6
29,Pittsburgh Pirates-12.6,TBD-8.3,TEX-9.1,BAL-7.2,SFG-8.9,CHC-2.5,WSN-2.8,SFG-3.3,CHW-2.9,TBD-2.6,DET-2.7,CHW-1.4,ARI-2.0,PIT-3.0,TBD-1.7,WSN-1.7
30,Chicago White Sox-14.6,STL-8.5,FLA-9.5,TBD-8.4,CHW-19.2,MIL-3.0,SEA-3.5,HOU-4.2,PIT-3.2,CHW-2.6,BAL-2.8,SFG-1.6,CHW-3.9,CHW-7.5,BAL-1.9,HOU-1.8
