Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
20,San Diego Padres-4.3,SDP-3.3,LAD-2.7,BOS-2.1,PIT-1.4,NYM-1.4,TOR-0.7,TEX-0.6,TBD-0.4,NYM-0.6,SDP-0.6,MIL0.1,TOR-0.7,LAA-0.6,TOR-0.2,NYM-1.1
21,Cincinnati Reds-7.4,COL-5.4,PIT-3.2,PIT-2.3,CHW-1.9,KCR-1.4,TBD-0.9,WSN-0.7,CHW-0.6,SFG-0.7,HOU-1.0,SEA-0.1,OAK-0.7,FLA-1.0,DET-0.3,MIN-1.2
22,Pittsburgh Pirates-7.5,PIT-6.1,SEA-3.5,KCR-2.6,ARI-2.5,COL-1.5,SFG-1.0,CIN-0.9,CLE-0.7,DET-0.8,CHW-1.1,HOU-0.1,TBD-0.9,HOU-1.5,SEA-0.3,CHC-1.2
23,Detroit Tigers-7.6,BAL-6.3,PHI-3.5,FLA-3.3,FLA-3.7,PHI-1.7,CLE-1.0,TBD-1.1,LAD-1.0,SDP-1.1,MIL-1.2,WSN-0.4,PIT-1.0,MIN-1.7,LAA-0.3,HOU-1.3
24,Seattle Mariners-9.2,PHI-7.5,SDP-3.6,PHI-3.3,LAD-4.6,ATL-2.1,LAD-1.1,SDP-1.2,PHI-1.0,BOS-1.4,LAD-1.5,SFG-1.4,FLA-1.1,KCR-2.2,TBD-0.6,PIT-1.4
25,San Francisco Giants-9.5,LAD-8.3,COL-3.9,ATL-4.0,COL-6.0,HOU-2.1,SDP-1.4,NYY-2.0,WSN-1.0,FLA-1.7,WSN-1.6,FLA-1.8,COL-1.4,SFG-2.5,MIN-1.0,WSN-1.6
26,Colorado Rockies-11.4,KCR-8.8,BAL-4.5,TEX-4.5,SEA-6.2,ARI-2.2,MIN-1.4,NYM-2.4,MIN-1.6,ARI-1.9,LAA-1.7,LAA-1.9,MIN-1.5,COL-3.0,BAL-1.2,NYY-1.6
27,Arizona Diamondbacks-12.2,DET-9.5,KCR-6.1,CIN-4.7,WSN-6.7,LAD-2.2,BAL-2.0,MIN-2.4,FLA-1.8,LAD-2.0,MIN-1.8,COL-2.5,SFG-1.6,ARI-3.0,TEX-1.3,LAD-1.7
28,Los Angeles Dodgers-12.9,ARI-9.7,CIN-6.2,TBD-5.2,MIN-8.6,SFG-2.4,KCR-2.3,COL-2.5,TEX-2.2,SEA-2.1,BAL-2.1,CHC-2.7,BAL-2.0,NYY-3.3,CHW-1.7,COL-1.8
29,Tampa Bay Devil Rays-15.6,CIN-11.9,DET-9.0,LAD-5.4,SFG-11.6,MIL-2.6,ATL-2.6,SEA-2.8,SFG-2.5,WSN-2.9,CHC-2.5,ARI-2.9,CHC-2.0,BAL-3.9,KCR-1.7,KCR-2.0
30,Kansas City Royals-28.2,TBD-16.2,TBD-10.7,ARI-7.5,KCR-19.4,SEA-2.7,PIT-2.9,KCR-3.6,KCR-3.0,KCR-3.2,KCR-2.7,NYY-3.8,KCR-2.0,CHC-7.2,OAK-2.6,SFG-2.2
