Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
13,Cleveland Indians2.8,TBR1.4,BOS1.8,PHI-0.6,LAA1.0,LAA-0.3,TOR0.6,LAD0.6,MIN0.9,OAK-0.2,HOU-0.1,BAL0.7,TEX0.7,LAD2.2,MIL0.0,TEX-0.7
14,Tampa Bay Rays2.2,TEX0.3,OAK1.5,TOR-0.6,TBR0.8,COL-0.3,ATL0.3,TEX0.1,LAD0.8,LAA-0.3,MIN-0.1,NYY0.6,LAA0.7,MIA1.3,TBR-0.1,BAL-0.8
15,Boston Red Sox1.2,TOR0.2,TOR0.8,COL-0.8,NYY-0.7,KCR-0.4,TEX0.3,OAK0.0,SFG0.8,DET-0.4,CHC-0.2,CHC0.2,BOS0.6,MIL1.1,MIN-0.1,SFG-0.8
16,Texas Rangers-1.2,BAL-0.1,SFG0.2,WSN-1.0,NYM-1.1,SDP-0.5,CHW-0.2,SDP0.0,PIT0.7,CHC-0.5,MIL-0.4,SDP0.1,TBR0.1,OAK0.7,NYM-0.1,NYM-0.8
17,Baltimore Orioles-1.5,BOS-0.4,CHW-0.4,CHW-1.5,BAL-1.4,NYM-0.6,LAA-0.3,CIN-0.1,OAK0.3,SEA-0.5,CHW-0.5,WSN0.1,COL0.1,CHW0.4,SFG-0.1,CLE-0.9
18,Los Angeles Angels of Anaheim-3.0,SEA-0.6,KCR-0.6,CHC-1.5,TEX-1.5,ATL-0.7,HOU-0.6,CHC-0.1,LAA0.2,CHW-0.6,SFG-0.6,MIL0.0,SFG-0.1,SDP0.3,STL-0.1,MIL-0.9
19,Seattle Mariners-5.3,CHW-2.2,TEX-0.7,ARI-1.9,WSN-1.5,MIA-0.7,OAK-0.8,WSN-0.2,WSN0.1,TEX-0.6,SEA-0.7,NYM-0.2,PIT-0.3,NYY0.3,ATL-0.1,MIN-0.9
20,Minnesota Twins-5.4,COL-3.5,LAA-0.8,BOS-2.0,OAK-1.7,CHW-0.8,BOS-0.8,COL-0.3,PHI-0.2,TBR-0.8,PHI-0.8,CLE-0.2,ATL-0.4,PHI0.0,CIN-0.2,CHC-1.2
21,Miami Marlins-5.4,LAA-4.0,ATL-1.0,TBR-2.1,CIN-2.0,CIN-1.0,MIN-1.0,BAL-0.4,ARI-0.4,COL-0.9,TOR-1.0,STL-0.3,CHW-1.0,SEA-1.1,COL-0.2,PIT-1.2
22,Oakland Athletics-7.3,OAK-5.6,COL-1.7,SDP-2.2,SDP-2.2,STL-1.1,WSN-1.8,ATL-0.7,SDP-0.7,ARI-1.1,OAK-1.1,MIA-0.3,NYY-1.1,CHC-1.5,PHI-0.2,LAA-1.3
23,San Diego Padres-9.3,MIL-5.8,BAL-3.2,MIA-2.3,SEA-4.7,DET-1.3,SEA-2.0,NYM-1.1,DET-1.1,KCR-1.1,BOS-1.5,COL-0.6,CHC-1.5,CLE-2.0,BAL-0.6,WSN-1.4
24,Cincinnati Reds-9.4,ATL-6.3,ARI-3.6,CIN-2.8,MIL-4.9,BOS-1.4,COL-2.1,PHI-1.2,NYY-1.2,STL-1.2,BAL-1.7,TEX-0.9,SDP-1.6,TEX-2.1,LAA-0.6,STL-1.4
25,Colorado Rockies-9.6,ARI-6.5,CIN-4.4,LAA-3.2,CLE-5.0,MIL-1.5,CLE-2.2,LAA-1.4,NYM-1.6,NYM-1.3,TEX-1.9,MIN-1.0,BAL-1.6,BAL-2.6,TEX-0.7,SEA-1.5
26,Chicago White Sox-10.0,MIA-6.6,MIA-4.6,LAD-3.3,COL-6.1,WSN-1.5,MIA-2.2,MIL-1.7,ATL-1.7,SDP-1.6,CIN-2.1,DET-1.0,CIN-1.7,MIN-3.5,HOU-1.2,PHI-1.5
27,Detroit Tigers-10.2,SDP-7.1,SDP-4.8,SEA-3.5,MIN-7.2,PHI-1.6,STL-2.3,KCR-1.9,CLE-1.7,MIL-1.6,LAA-2.5,SEA-1.4,PHI-1.8,COL-3.7,CLE-1.3,ATL-1.8
28,Milwaukee Brewers-10.7,CIN-7.4,MIL-5.8,ATL-4.4,ATL-7.4,MIN-1.6,PIT-2.5,NYY-2.0,CHW-1.7,PHI-1.7,ATL-2.7,CIN-1.8,CLE-1.8,SFG-4.0,CHW-1.4,MIA-1.8
29,Atlanta Braves-13.7,PHI-7.4,PHI-7.0,DET-4.7,CHW-7.8,TBR-2.7,TBR-3.5,ARI-2.1,MIL-1.9,MIN-1.8,COL-3.2,ATL-1.9,MIN-2.4,ATL-5.0,OAK-2.5,CIN-2.2
30,Philadelphia Phillies-17.5,DET-11.8,DET-7.0,OAK-7.0,PHI-10.1,SEA-4.2,PHI-3.7,CHW-2.8,BOS-2.3,BAL-2.7,WSN-3.2,SFG-3.3,KCR-2.6,CIN-5.6,DET-2.8,COL-2.5
