Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Cleveland Indians4.0,LAD1.4,ANA1.9,BOS0.8,CLE3.4,CIN-0.4,KCR0.7,OAK0.1,DET1.2,STL0.5,STL0.4,SFG0.4,CHW1.0,PHI2.1,SDP0.0,SDP-0.7
12,Minnesota Twins3.9,STL1.3,STL1.9,SEA0.7,CHC3.3,BOS-0.5,MIL0.6,COL0.1,NYM0.8,PHI0.5,ANA-0.1,FLA0.4,HOU1.0,TOR1.5,STL0.0,ANA-0.7
13,Anaheim Angels2.4,CHW0.8,MON1.3,SDP0.5,FLA2.1,ATL-0.6,MIN0.3,ANA-0.1,FLA0.7,CHW0.2,TEX-0.1,CIN0.2,SDP0.5,MIN1.1,ARI0.0,CLE-0.7
14,Boston Red Sox0.9,CLE0.6,TOR0.9,CHW0.1,SDP0.5,NYY-0.7,FLA0.3,MON-0.2,NYY-0.2,CHC0.1,OAK-0.4,TOR0.2,MIL0.4,CLE1.1,HOU0.0,TOR-0.8
15,Los Angeles Dodgers0.9,MIN0.2,SEA0.9,ATL-0.2,ATL0.0,CHW-0.9,BOS-0.1,TOR-0.5,CHW-0.3,ARI-0.1,CLE-0.5,ANA0.2,CIN0.2,CHW1.0,LAD0.0,BAL-0.8
16,Toronto Blue Jays0.2,SFG-0.4,CHW0.8,SFG-0.4,LAD-0.5,ANA-1.1,TBD-0.2,TEX-0.6,ARI-0.6,MIL-0.2,BOS-0.5,PHI0.1,TOR0.0,SDP0.9,BAL0.0,NYY-0.8
17,Chicago White Sox0.1,MON-0.8,SFG-1.4,STL-0.7,CHW-0.7,SFG-1.2,CHC-0.3,FLA-0.6,CHC-0.6,TOR-0.5,CHW-0.5,BOS0.1,SFG-0.2,KCR0.1,PHI-0.1,KCR-0.9
18,Philadelphia Phillies-1.2,NYM-0.8,CIN-1.9,COL-1.1,ANA-1.7,HOU-1.6,CHW-0.3,LAD-0.6,TEX-0.7,BAL-0.7,NYY-0.8,OAK-0.3,MIN-0.2,NYY-0.3,CIN-0.1,FLA-1.0
19,Florida Marlins-3.3,CIN-0.9,FLA-2.1,KCR-1.8,MIL-3.0,STL-1.6,NYY-0.5,ATL-0.7,CIN-0.7,HOU-0.9,TBD-0.8,BAL-0.4,BOS-0.4,CIN-0.6,PIT-0.1,OAK-1.0
20,San Diego Padres-3.9,COL-3.0,COL-2.5,NYM-1.8,NYY-3.4,ARI-1.7,SFG-0.8,TBD-0.7,HOU-0.8,ATL-1.0,MIL-0.9,CLE-0.4,OAK-0.5,BOS-0.8,MIL-0.1,COL-1.0
21,Texas Rangers-5.0,SDP-4.4,PHI-3.1,LAD-2.1,TOR-4.0,MIL-1.7,ANA-0.8,ARI-0.8,MIL-0.9,DET-1.1,CIN-1.0,PIT-0.5,TBD-0.8,MIL-1.1,MON-0.2,CHC-1.0
22,New York Mets-6.1,PHI-4.7,CLE-3.5,MON-2.2,DET-4.0,COL-1.9,STL-0.9,CHC-0.8,LAD-1.2,TBD-1.4,PHI-1.0,MIL-0.6,BAL-1.0,OAK-1.2,KCR-0.3,LAD-1.2
23,Milwaukee Brewers-9.1,FLA-5.4,PIT-3.5,TEX-2.4,KCR-5.2,PIT-2.0,CIN-1.0,BOS-1.1,KCR-1.3,NYM-1.4,SDP-1.0,ARI-0.7,NYM-1.1,ANA-1.4,TBD-0.4,NYM-1.2
24,Cincinnati Reds-10.8,KCR-6.1,BAL-3.9,FLA-2.5,NYM-5.3,CHC-2.0,PHI-1.1,BAL-1.5,BOS-1.4,LAD-1.9,MIN-1.1,TEX-1.1,KCR-1.2,DET-1.9,DET-0.6,BOS-1.2
25,Kansas City Royals-11.3,MIL-6.1,DET-4.0,PHI-2.6,BOS-6.4,BAL-2.2,NYM-1.3,KCR-1.9,BAL-1.9,FLA-1.9,ATL-1.3,CHC-1.2,DET-1.5,PIT-2.9,TOR-1.0,MIL-1.3
26,Detroit Tigers-13.0,PIT-6.5,KCR-4.4,TBD-2.7,BAL-9.3,TBD-2.2,DET-1.3,SDP-1.9,TOR-2.2,BOS-2.2,BAL-1.8,DET-1.3,ANA-1.5,TBD-3.1,MIN-1.1,HOU-1.4
27,Montreal Expos-17.5,BAL-8.4,SDP-4.9,PIT-3.0,CIN-9.9,PHI-2.3,LAD-1.9,NYY-2.3,TBD-2.4,PIT-2.3,COL-2.1,NYM-1.4,NYY-1.7,BAL-3.2,OAK-1.4,ATL-1.6
28,Baltimore Orioles-17.7,TEX-8.7,TEX-6.3,MIN-3.2,TBD-10.8,TOR-2.3,PIT-2.3,MIN-2.4,CLE-2.9,CIN-2.4,NYM-2.2,TBD-1.5,FLA-1.9,TEX-4.1,NYY-1.4,CIN-1.7
29,Pittsburgh Pirates-19.9,DET-9.0,TBD-7.2,BAL-4.5,PIT-13.4,KCR-2.6,ATL-2.7,CIN-3.0,SFG-3.0,CLE-2.7,KCR-2.4,LAD-2.6,TEX-2.9,MON-4.3,ANA-1.9,PIT-2.0
30,Tampa Bay Devil Rays-20.8,TBD-10.0,MIL-7.8,DET-4.8,MON-16.7,MON-3.4,MON-3.1,PIT-3.7,MON-4.2,SDP-3.4,MON-2.6,MON-4.3,PIT-3.8,NYM-4.7,CHW-1.9,MON-2.7
