Rk,Total,All P,SP,RP,Non-P,C,1B,2B,3B,SS,LF,CF,RF,OF (All),DH,PH
11,Philadelphia Phillies6.4,SFG2.7,SFG3.5,SFG0.5,TOR2.1,SFG0.0,FLA0.7,SFG0.9,NYY0.4,SEA0.4,ARI0.8,CHC1.3,ANA0.8,SDP2.4,ANA0.1,CLE-0.6
12,Arizona Diamondbacks5.5,TOR2.7,LAD3.0,CHW0.2,CHW1.6,COL-0.3,TEX0.4,BAL0.7,KCR0.3,KCR0.1,MIN0.8,SDP1.2,PIT0.6,MIN2.4,ATL0.0,ANA-0.6
13,Toronto Blue Jays4.8,MIN2.2,TOR2.8,CLE0.0,FLA1.4,MIL-0.6,SEA0.2,HOU0.7,SDP0.0,CLE-0.1,CHW0.7,BAL1.1,CHC0.5,COL2.2,PIT0.0,CHW-0.6
14,Minnesota Twins4.6,NYM2.1,NYM2.1,TOR-0.2,COL0.7,CIN-0.6,CIN-0.1,OAK0.5,TOR-0.1,NYM-0.3,SEA0.6,BOS1.0,NYY0.4,ANA2.0,PHI0.0,BAL-0.7
15,St. Louis Cardinals4.6,HOU1.3,PIT1.4,MIL-0.8,SDP0.6,CHW-0.7,BOS-0.5,TEX0.3,ATL-0.1,TOR-0.3,CIN0.4,MIL0.6,TBD0.3,CLE1.8,CIN0.0,TEX-0.8
16,Los Angeles Dodgers3.3,KCR1.3,BAL0.9,FLA-0.9,PIT-0.3,TBD-0.9,CLE-0.8,TBD0.1,DET-0.2,HOU-0.3,NYM0.1,TBD0.5,CLE0.2,CIN1.1,FLA0.0,STL-0.9
17,Montreal Expos-0.5,BAL-0.7,MIN0.2,COL-1.1,TBD-1.2,CLE-1.1,OAK-0.8,CHC0.0,CIN-0.4,BAL-0.6,CLE0.0,ARI0.5,SDP0.0,KCR0.8,COL0.0,PIT-0.9
18,Anaheim Angels-2.9,ANA-1.4,HOU-0.9,ATL-1.1,ANA-1.5,SEA-1.2,BAL-1.0,ARI-0.7,ANA-0.6,ANA-0.7,NYY-0.3,HOU0.5,MIN-0.1,TOR0.5,HOU0.0,OAK-1.0
19,Pittsburgh Pirates-3.7,ATL-3.1,PHI-2.3,PHI-1.4,CIN-1.6,CHC-1.2,SDP-1.0,DET-0.8,COL-0.6,SDP-0.8,TBD-0.3,COL0.5,LAD-0.1,TBD0.5,ARI0.0,COL-1.0
20,Baltimore Orioles-5.7,PIT-3.4,ATL-2.5,BAL-1.4,OAK-2.4,KCR-1.2,CHC-1.2,COL-1.0,PIT-0.9,SFG-0.9,COL-0.4,SFG0.5,BAL-0.3,CHC0.3,SDP0.0,KCR-1.3
21,Kansas City Royals-6.0,CLE-3.5,STL-2.5,CIN-1.5,CLE-3.2,ARI-1.5,DET-1.2,BOS-1.0,TBD-1.0,FLA-0.9,KCR-0.4,ANA-0.1,STL-0.7,MIL0.3,CHC-0.1,TBD-1.3
22,Cleveland Indians-6.7,PHI-3.5,CLE-3.5,MON-1.9,BAL-5.0,ANA-1.5,KCR-1.2,PIT-1.2,PHI-1.0,ARI-1.1,TOR-0.5,CHW-0.4,TEX-0.9,NYY-0.8,LAD-0.1,FLA-1.4
23,Colorado Rockies-7.8,STL-4.2,MIL-4.7,BOS-2.4,LAD-5.4,TOR-1.6,ANA-1.2,LAD-1.5,MIL-1.2,PIT-1.1,FLA-0.6,CIN-0.5,TOR-1.0,MON-1.3,MON-0.2,CIN-1.5
24,Tampa Bay Devil Rays-10.6,MIL-6.2,ANA-5.5,TBD-2.6,CHC-7.3,MON-1.6,ATL-1.3,STL-1.8,SFG-1.3,MIN-1.3,MON-0.6,LAD-0.9,MIL-1.4,ARI-1.3,MIN-0.4,DET-1.5
25,New York Mets-11.9,COL-8.5,TBD-6.6,TEX-3.7,KCR-7.3,HOU-1.6,LAD-1.5,MIL-1.8,ARI-1.8,CHC-1.3,DET-0.6,NYY-0.9,KCR-1.5,FLA-1.4,CLE-0.4,LAD-1.7
26,Texas Rangers-12.8,TBD-9.4,SDP-8.6,KCR-3.9,MIL-7.7,BAL-1.7,ARI-1.7,CHW-2.3,CHC-2.1,CIN-1.6,PHI-0.9,OAK-1.1,NYM-2.0,LAD-2.5,KCR-0.8,ARI-1.7
27,Milwaukee Brewers-13.9,SDP-14.7,COL-8.6,STL-4.3,MON-8.4,TEX-1.9,CHW-1.8,CLE-2.4,NYM-2.3,LAD-1.7,CHC-1.5,MON-1.8,DET-2.0,NYM-4.4,OAK-0.9,CHC-1.7
28,San Diego Padres-14.1,TEX-15.3,DET-9.8,PIT-4.7,ARI-9.8,SDP-1.9,MON-2.0,NYM-2.5,SEA-2.6,COL-2.6,LAD-1.5,TEX-2.4,FLA-2.1,TEX-5.1,BAL-1.2,MIL-1.9
29,Cincinnati Reds-18.9,DET-15.9,TEX-11.3,DET-6.2,NYM-14.0,STL-2.0,PIT-2.2,MIN-3.6,BAL-3.0,DET-3.0,OAK-1.5,NYM-2.5,ARI-2.6,DET-5.8,DET-1.5,MON-2.6
30,Detroit Tigers-32.3,CIN-17.3,CIN-14.4,SDP-6.9,DET-16.4,DET-2.4,NYM-2.7,KCR-4.0,MON-3.7,MIL-3.8,TEX-1.8,DET-3.2,OAK-3.9,OAK-6.5,TBD-1.9,NYM-2.6
